"","workerid","questiontype","num_correct","mean_rt"
"435","6a232745f21e165e2b54ed58","emotion",3,NA
"436","6a232745f21e165e2b54ed58","infer_belief",1,NA
"437","6a232745f21e165e2b54ed58","motivation",1,NA
"438","6a232745f21e165e2b54ed58","social_norm_violation",1,NA
"439","6a2482e9af72b55296872b0d","control",0,NA
"440","6a2482e9af72b55296872b0d","deception",0,NA
"441","6a2482e9af72b55296872b0d","emotion",1,NA
"442","6a2482e9af72b55296872b0d","infer_belief",0,NA
"443","6a2482e9af72b55296872b0d","motivation",0,NA
"444","6a2482e9af72b55296872b0d","social_norm_violation",0,NA
"445","6a2589e7b0645f2f7f1cc52c","control",9,5337.81818181818
"446","6a2589e7b0645f2f7f1cc52c","deception",10,6637
"447","6a2589e7b0645f2f7f1cc52c","emotion",6,6968.1
"448","6a2589e7b0645f2f7f1cc52c","infer_belief",8,7927.09090909091
"449","6a2589e7b0645f2f7f1cc52c","motivation",7,7933.1
"450","6a2589e7b0645f2f7f1cc52c","social_norm_violation",6,7739.4
"451","6a3607f677860830aca5bdeb","control",9,5675.09090909091
"452","6a3607f677860830aca5bdeb","deception",9,5847
"453","6a3607f677860830aca5bdeb","emotion",7,5931.3
"454","6a3607f677860830aca5bdeb","infer_belief",8,5700.27272727273
"455","6a3607f677860830aca5bdeb","motivation",10,7719.5
"456","6a3607f677860830aca5bdeb","social_norm_violation",6,6147.7
